,title,num_reviews,release_date,orig_price,been_sale,review_rating,rating_val,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,BANDAI NAMCO Entertainment,Bethesda Softworks,Devolver Digital,Disney,Electronic Arts,Kagura Games,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,Xbox Game Studios,other,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Multiplayer_tag,Strategy_tag,RPG_tag,Casual_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Funny_tag,Coop_tag,Fantasy_tag,Early_tag,Access_tag,Platformer_tag,Local_tag,Singleplayer_genre,Indie_genre,Action_genre,Adventure_genre,Multiplayer_genre,Strategy_genre,RPG_genre,Casual_genre,Simulation_genre,Atmospheric_genre,Horror_genre,2D_genre,Soundtrack_genre,Great_genre,Story_genre,Rich_genre,World_genre,Shooter_genre,Puzzle_genre,TurnBased_genre,Open_genre,FirstPerson_genre,Survival_genre,Funny_genre,Coop_genre,Fantasy_genre,Early_genre,Access_genre,Platformer_genre,Local_genre
1892,Embr,649,2020-05-21,19.99,0,Very Positive,8.0,12.0,"['Indie', 'Action', 'Simulation', 'Early Access', 'Singleplayer', 'Co-op Campaign', 'Puzzle', 'Multiplayer', 'Funny', 'First-Person', 'Puzzle Platformer', 'Co-op', 'Replay Value', 'Online Co-Op', 'Controller', 'Colorful', 'Character Customization', 'Cartoony', 'Stylized', '3D']",20.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Muse Games']",7.0,Curve Digital,2020,12.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1893,GRANDIA HD Remaster,639,2019-10-15,19.99,0,Very Positive,8.0,,"['Adventure', 'RPG', 'JRPG', 'Classic', 'Anime', 'Turn-Based Combat', 'Story Rich', 'Great Soundtrack', 'Singleplayer']",9.0,"['Adventure', 'RPG', 'GAME ARTS']",3.0,"GungHo Online Entertainment America, Inc.",2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Ms. Splosion Man,240,2013-04-03,9.99,1,Very Positive,8.0,9.0,"['Action', 'Indie', 'Platformer', 'Female Protagonist', 'Co-op', 'Comedy', 'Local Co-Op']",7.0,"['Action', 'Indie']",2.0,Xbox Game Studios,2013,9.0,Xbox Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,Dark Nights with Poe and Munro,228,2020-05-19,12.99,0,Very Positive,8.0,7.0,"['FMV', 'Choose Your Own Adventure', 'Cinematic', 'Choices Matter', 'Episodic', 'Adventure', 'Story Rich', 'Mystery', 'Supernatural', 'Singleplayer', 'Interactive Fiction', 'Multiple Endings', 'Point & Click', 'Horror', 'Dark Comedy', 'Romance', 'Investigation', 'Detective', 'Drama', 'Action']",20.0,"['Adventure', 'Indie']",2.0,D'Avekki Studios Ltd,2020,7.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Kingdom Rush  - Tower Defense,7723,2014-01-06,9.99,0,Overwhelmingly Positive,9.0,10.0,"['Tower Defense', 'Strategy', 'Singleplayer', '2D', 'Tactical', 'Fantasy', 'Action', 'Casual', 'Adventure', 'Funny', 'Medieval', 'Cartoon', 'Cartoony', 'Action-Adventure', 'Indie', 'Touch-Friendly', 'Difficult', 'Comedy', 'RPG', 'Colorful']",20.0,"['Strategy', 'Ironhide Game Studio']",2.0,Ironhide Game Studio,2014,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,Myst: Masterpiece Edition,509,2011-02-02,5.99,0,Very Positive,8.0,,"['Adventure', 'Casual', 'Point & Click', 'Puzzle', 'Classic', 'Atmospheric', 'Exploration', ""1990's"", 'Mystery', 'First-Person', 'Surreal', 'Story Rich', 'FMV', 'Steampunk', 'Singleplayer', 'Walking Simulator', 'Remake']",17.0,"['Adventure', 'Casual']",2.0,Cyan Worlds Inc,2011,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Catherine Classic,5534,2019-01-10,19.99,0,Very Positive,8.0,6.0,"['Sexual Content', 'Anime', 'Mature', 'Nudity', 'Puzzle', 'Story Rich', 'Choices Matter', 'Multiple Endings', 'Puzzle Platformer', 'Adventure', 'Horror', 'Singleplayer', 'Difficult', 'Violent', 'Psychological Horror', 'Surreal', 'Great Soundtrack', 'Gore', 'Sokoban', 'Local Multiplayer']",20.0,['Adventure'],1.0,SEGA,2019,6.0,SEGA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,Hatred,10272,2015-06-01,5.99,0,Mostly Positive,7.0,9.0,"['Gore', 'Violent', 'Action', 'Dark', 'Mature', 'Shooter', 'Indie', 'Villain Protagonist', 'Isometric', 'Singleplayer', 'Twin Stick Shooter', 'Open World', 'Psychological Horror', 'Horror', 'Dark Humor', 'Third-Person Shooter', 'Top-Down Shooter', 'Survival', 'Difficult', 'Dark Fantasy']",20.0,"['Action', 'Indie']",2.0,Destructive Creations,2015,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Evochron Legacy SE,314,2016-01-18,24.99,0,Very Positive,8.0,,"['Space Sim', 'Simulation', 'Flight', 'Space', 'Exploration', 'First-Person', 'Sandbox', 'Open World', 'Trading', 'Sci-fi', 'Indie', 'Multiplayer', 'Singleplayer', 'TrackIR', 'Base Building', 'Futuristic', 'PvP', 'Adventure', 'Combat', 'Co-op']",20.0,"['Indie', 'Simulation']",2.0,StarWraith 3D Games LLC,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Happy Room,1866,2016-12-19,4.99,0,Very Positive,8.0,20.0,"['Simulation', 'Action', 'Funny', 'Indie', 'Violent', 'Gore', 'Sandbox', 'Blood', 'Strategy', 'Physics', 'Singleplayer', '2D', 'Multiplayer', 'Casual']",14.0,"['Action', 'Indie', 'Simulation']",3.0,Mana Potion Studios,2016,20.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Icewind Dale: Enhanced Edition,1714,2014-10-30,19.99,0,Very Positive,8.0,10.0,"['RPG', 'Fantasy', 'Adventure', 'Isometric', 'Dungeons & Dragons', 'Party-Based RPG', 'CRPG', 'Classic', 'Real-Time with Pause', 'Strategy', 'Singleplayer', 'Character Customization', 'Story Rich', 'Co-op', 'Multiplayer', 'Old School', 'Magic', 'Great Soundtrack', 'Cult Classic', 'Medieval']",20.0,"['Adventure', 'RPG']",2.0,Beamdog,2014,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Super Mega Baseball: Extra Innings,821,2015-08-21,12.99,0,Very Positive,8.0,,"['Baseball', 'Sports', 'Indie', 'Simulation', 'Co-op', 'Competitive', 'Local Co-Op', 'Arcade']",8.0,"['Indie', 'Simulation', 'Sports']",3.0,Metalhead Software Inc.,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Secret Government,124,2020-06-22,24.99,0,Mostly Positive,7.0,,"['Politics', 'Political', 'Grand Strategy', 'Economy', 'Turn-Based Strategy', 'Political Sim', 'Strategy', 'Top-Down', 'Historical', 'Alternate History', 'Choices Matter', 'Simulation', 'Indie', 'Realistic', 'Conspiracy', 'Illuminati', 'Singleplayer', 'Real-Time with Pause', 'Early Access']",19.0,"['Indie', 'Simulation', 'Strategy', 'Early Access', 'GameTrek']",5.0,1C Entertainment,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1905,Shadowrun: Hong Kong - Extended Edition,3769,2015-08-20,19.99,0,Very Positive,8.0,,"['RPG', 'Cyberpunk', 'Turn-Based', 'Story Rich', 'Strategy', 'Isometric', 'Indie', 'Adventure', 'Singleplayer', 'Turn-Based Tactics', 'CRPG', 'Turn-Based Combat', 'Kickstarter', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Tactical', 'Fantasy', 'Female Protagonist', 'Action']",20.0,"['Adventure', 'Indie', 'RPG', 'Strategy']",4.0,Paradox Interactive,2015,10.0,Paradox Interactive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Grand Theft Auto III,9754,2011-01-06,9.99,0,Very Positive,8.0,,"['Open World', 'Action', 'Automobile Sim', 'Classic', 'Third Person', 'Singleplayer', 'Crime', 'Sandbox', 'Driving', 'Shooter', 'Third-Person Shooter', 'Great Soundtrack', 'Adventure', 'Violent', 'Atmospheric', 'Silent Protagonist', 'Mature', 'Story Rich', 'Multiplayer', 'Moddable']",20.0,['Action'],1.0,Rockstar Games,2011,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Reentry - An Orbital Simulator,328,2018-11-15,24.99,0,Very Positive,8.0,,"['Simulation', 'Early Access', 'Space', 'Space Sim', 'Realistic']",5.0,"['Simulation', 'Early Access']",2.0,Wilhelmsen Studios,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1908,R.B.I. Baseball 20,283,2020-03-17,19.99,0,Mixed,5.0,,"['Sports', 'Baseball', 'Controller', 'Fast-Paced', 'Arcade', 'Local Multiplayer']",6.0,"['Sports', 'MLB', 'MLB']",3.0,MLB,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Hand Simulator: Horror,285,2020-12-22,2.99,0,Mostly Positive,7.0,,"['Simulation', 'Multiplayer', 'Survival Horror', 'Physics', 'Dark', 'Realistic', 'Hidden Object', 'Open World', 'Survival', 'Atmospheric', 'Horror', 'Co-op', 'First-Person', 'Open World Survival Craft', 'Thriller', 'Singleplayer', 'Online Co-Op', 'Exploration', 'Investigation', '3D']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",5.0,HFM Games,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Phoenotopia: Awakening,417,2021-01-21,19.99,0,Very Positive,8.0,8.0,"['Adventure', 'Action', 'Platformer', 'Metroidvania', 'Singleplayer', 'JRPG', '2D', 'Puzzle Platformer', 'Action-Adventure', 'Fantasy', 'Sci-fi', 'Fishing', 'Pixel Graphics', 'Combat', 'Cute', 'Medieval', 'Story Rich', 'Indie', 'Inventory Management', 'RPG']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Cape Cosmic']",5.0,Flyhigh Works,2021,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,Gender Bender DNA Twister Extreme,202,2015-11-23,24.99,0,Very Positive,8.0,,"['Nudity', 'Visual Novel', 'Anime', 'Indie', 'Sexual Content', 'Dating Sim', 'Simulation', 'Casual', 'Singleplayer', 'LGBTQ+', 'Comedy', 'Early Access', 'FPS', 'Illuminati']",14.0,"['Indie', 'Simulation']",2.0,Transcendent Games,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Duskers,1803,2016-05-18,19.99,0,Very Positive,8.0,,"['Strategy', 'Sci-fi', 'Space', 'Indie', 'Horror', 'Roguelike', 'Survival', 'Programming', 'Atmospheric', 'Survival Horror', 'Singleplayer', '2D', 'Difficult', 'Hacking', 'Typing', 'Procedural Generation', 'Simulation', 'Puzzle', 'Exploration']",19.0,"['Indie', 'Strategy']",2.0,Misfits Attic,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Hex of Steel,81,2020-08-31,24.99,0,Very Positive,8.0,,"['Strategy', 'Indie', 'World War II', 'Wargame', 'Historical', 'Hex Grid', 'Turn-Based Tactics', 'War', 'Turn-Based', 'Tactical', 'Turn-Based Strategy', 'Early Access', '2D', 'Tanks', 'Grand Strategy', 'Replay Value']",16.0,"['Indie', 'Strategy']",2.0,Valentin Lievre,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Trickster VR: Co-op Dungeon Crawler,447,2019-01-15,12.99,0,Very Positive,8.0,,"['Adventure', 'Indie', 'Dungeon Crawler', 'Co-op', 'VR', 'Procedural Generation', 'Action', 'Action RPG', 'Early Access']",9.0,[],0.0,Trickster Games,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Bus Mechanic Simulator,111,2020-05-14,24.99,0,Mixed,5.0,6.0,"['Simulation', 'Casual', 'Indie', 'Realistic', 'Singleplayer', 'Management', 'Replay Value', 'Physics', 'Relaxing', 'Crafting']",10.0,"['Casual', 'Indie', 'Simulation', 'VIS-Games']",4.0,Aerosoft GmbH,2020,6.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Mars Horizon,1584,2020-11-17,19.99,0,Very Positive,8.0,8.0,"['Management', 'Education', 'Space', 'Strategy', 'Mars', 'Space Sim', 'Science', 'Choices Matter', 'Historical', 'Building', 'Alternate History', 'Exploration', 'Turn-Based', 'Simulation', 'Stylized', 'Logic', 'Immersive Sim', 'Resource Management', 'Singleplayer', 'Physics']",20.0,"['Indie', 'Simulation', 'Strategy', 'Auroch Digital', 'The Irregular Corporation']",5.0,The Irregular Corporation,2020,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,LEGO® Pirates of the Caribbean: The Video Game,1580,2014-10-06,19.99,0,Very Positive,8.0,10.0,"['LEGO', 'Adventure', 'Action', 'Pirates', 'Family Friendly', 'Local Co-Op', 'Singleplayer', 'Multiplayer', 'Funny', 'Comedy', 'Open World', 'Co-op']",12.0,"['Action', 'Adventure']",2.0,Disney,2014,10.0,Disney,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,Horror Squad,229,2021-02-26,4.99,0,Mixed,5.0,10.0,"['Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Thriller', 'Action', 'Psychological Horror', 'Indie', 'Online Co-Op', 'Adventure', 'Dark', 'Singleplayer', 'Funny', 'Casual', 'First-Person', 'Supernatural', 'Atmospheric', 'Action-Adventure', 'Realistic', 'Mystery']",20.0,"['Action', 'Adventure', 'Casual', 'Indie']",4.0,Cheesecake Dev,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,427,2020-12-02,19.99,0,Mostly Positive,7.0,,"['RPG', 'Roguelike', 'Mystery Dungeon', 'Dungeon Crawler', 'Pixel Graphics', '2D', 'Traditional Roguelike', 'Anime']",8.0,['RPG'],1.0,"Spike Chunsoft Co., Ltd.",2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Transistor,27310,2014-05-20,19.99,0,Very Positive,8.0,10.0,"['Great Soundtrack', 'Female Protagonist', 'Indie', 'Cyberpunk', 'Story Rich', 'Sci-fi', 'Action RPG', 'Singleplayer', 'RPG', 'Beautiful', 'Isometric', 'Atmospheric', 'Action', 'Narration', 'Strategy', 'Tactical', 'Adventure', 'Turn-Based', 'Short', 'Hack and Slash']",20.0,"['Action', 'Indie', 'RPG', 'Supergiant Games']",4.0,Supergiant Games,2014,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Garfield Kart,9831,2015-10-16,4.99,0,Very Positive,8.0,,"['Cult Classic', 'Combat Racing', 'Competitive', 'Racing', 'Action', 'Multiplayer', 'Family Friendly', 'Singleplayer', 'Sports', 'Casual', 'Classic', 'Beautiful', 'Comedy', 'Replay Value', 'Grand Strategy', 'Cute', 'Co-op', 'Aliens', 'Puzzle', 'Tactical']",20.0,['Racing'],1.0,Microids,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,Azure Reflections / 舞華蒼魔鏡,97,2019-09-20,24.99,0,Very Positive,8.0,,"['Indie', 'Action', 'Casual', 'Anime', 'Bullet Hell', 'Faith', 'Female Protagonist', ""Shoot 'Em Up""]",8.0,"['Action', 'Casual', 'Indie', 'souvenir circ.']",4.0,Phoenixx Inc.,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,TribeXR DJ School,102,2019-03-25,29.99,0,Very Positive,8.0,,"['Simulation', 'Casual', 'Indie', 'Strategy', 'Education', 'Early Access', 'Utilities', 'Audio Production', 'VR', 'Music', 'Multiplayer']",11.0,[],0.0,TribeXR Inc.,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Snakeybus,1468,2019-05-10,9.99,0,Very Positive,8.0,,"['Casual', 'Indie', 'Action', 'Driving', 'Automobile Sim', 'Arcade', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",10.0,"['Action', 'Casual', 'Indie']",3.0,"Stovetop, LLC",2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,Medal of Honor™,6403,2010-10-12,19.99,0,Mostly Positive,7.0,8.0,"['FPS', 'Action', 'Shooter', 'Military', 'Multiplayer', 'Singleplayer', 'First-Person', 'War', 'Modern', 'Co-op', 'Realistic', 'America', 'Linear', 'Mature', 'Stealth', 'Controller', 'Atmospheric', 'Open World', 'VR', 'Story Rich']",20.0,['Action'],1.0,Electronic Arts,2010,8.0,Electronic Arts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Controller Companion,2215,2015-05-04,2.99,0,Very Positive,8.0,,"['Utilities', 'Controller', 'Software']",3.0,['Utilities'],1.0,Koga Tech Limited,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,The Messenger,5957,2018-08-30,19.99,0,Very Positive,8.0,10.0,"['Retro', 'Platformer', '2D', 'Ninja', 'Pixel Graphics', 'Indie', 'Great Soundtrack', 'Metroidvania', 'Action', '2D Platformer', 'Funny', 'Singleplayer', 'Action-Adventure', 'Difficult', 'Time Travel', 'Adventure', 'Side Scroller', 'Comedy', 'Beautiful', 'Epic']",20.0,"['Action', 'Indie', 'Sabotage']",3.0,Devolver Digital,2018,10.0,Devolver Digital,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Boris and the Dark Survival,1909,2020-02-10,2.99,0,Very Positive,8.0,,"['Adventure', 'Action', 'Strategy', 'Indie', 'Casual', 'Horror', 'Survival Horror', 'Survival', 'Singleplayer', 'Cartoony', 'Top-Down', 'Arcade', 'Roguelike', 'Action-Adventure', 'Action Roguelike', 'Third Person', 'Atmospheric']",17.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",5.0,Joey Drew Studios,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
