,title,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher
12,Forza Horizon 4,"23,944",Mostly Positive,16,"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Adventure', 'Automobile Sim', 'Realistic', 'PvP', 'Action', 'Arcade', 'Exploration', 'Sports', 'Atmospheric', 'Simulation', 'Great Soundtrack', 'First-Person', 'VR', 'Funny']",20.0,['Racing'],1.0,Xbox Game Studios
13,Rust,"598,684",Very Positive,25,"['Survival', 'Crafting', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Building', 'Sandbox', 'PvP', 'Adventure', 'First-Person', 'Action', 'FPS', 'Nudity', 'Co-op', 'Shooter', 'Online Co-Op', 'Indie', 'Early Access', 'Post-apocalyptic', 'Simulation']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",5.0,Facepunch Studios
14,,,,,,,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,
15,Baldur's Gate 3,"38,064",Very Positive,7,"['Early Access', 'RPG', 'Dungeons & Dragons', 'Choices Matter', 'Turn-Based', 'Story Rich', 'Party-Based RPG', 'Character Customization', 'CRPG', 'Co-op Campaign', 'Fantasy', 'Romance', 'Class-Based', 'Dark Fantasy', 'PvE', 'Narration', 'Stealth', 'Combat', 'Crafting', 'Dragons']",20.0,"['Adventure', 'RPG', 'Strategy', 'Early Access', 'Larian Studios']",5.0,Larian Studios
16,Fable Anniversary,"8,397",Very Positive,10,"['RPG', 'Fantasy', 'Open World', 'Classic', 'Adventure', 'Singleplayer', 'Remake', 'Atmospheric', 'Action RPG', 'Third Person', 'Choices Matter', 'Story Rich', 'Comedy', 'Action', 'Character Customization', 'Great Soundtrack', 'Medieval', 'Magic', 'Sandbox', 'Funny']",20.0,['RPG'],1.0,Xbox Game Studios
17,Age of Empires II: Definitive Edition,"73,464",Very Positive,14,"['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Historical', 'Base Building', 'Medieval', 'Singleplayer', 'Classic', 'Resource Management', 'Remake', 'Real-Time', 'Tactical', 'Co-op', 'Action', 'Replay Value', 'Isometric', '2D', 'Adventure', 'Great Soundtrack']",20.0,"['Strategy', 'Forgotten Empires', 'Tantalus Media', 'Wicked Witch']",4.0,Xbox Game Studios
18,ASTRONEER,"74,220",Very Positive,13,"['Open World Survival Craft', 'Open World', 'Multiplayer', 'Space', 'Survival', 'Exploration', 'Sandbox', 'Base Building', 'Co-op', 'Adventure', 'Building', 'Crafting', 'Sci-fi', 'Simulation', 'Third Person', 'Colorful', 'Singleplayer', 'Automation', 'Atmospheric', 'Indie']",20.0,"['Adventure', 'Indie']",2.0,System Era Softworks
19,Hunt: Showdown,"87,734",Very Positive,11,"['Multiplayer', 'Hunting', 'Online Co-Op', 'Horror', 'Shooter', 'FPS', 'Survival', 'PvP', 'Western', 'Survival Horror', 'Zombies', 'Action', 'Open World', 'Perma Death', 'Team-Based', 'First-Person', 'Gore', 'Violent', 'Battle Royale', 'Co-op']",20.0,['Action'],1.0,Crytek
20,Dead by Daylight,"446,261",Very Positive,17,"['Horror', 'Survival Horror', 'Multiplayer', 'Online Co-Op', 'Survival', 'Stealth', 'Gore', 'Co-op', 'Blood', 'Team-Based', 'Third Person', 'Violent', 'First-Person', 'Action', 'Atmospheric', 'Psychological Horror', 'Strategy', 'Comedy', 'Mature', 'Difficult']",20.0,['Action'],1.0,Behaviour Interactive Inc.
21,Counter-Strike: Global Offensive - Operation Broken Fang,,,29,"['Action', 'Free to Play', 'FPS', 'Multiplayer', 'Co-op', 'Shooter', 'Illuminati', 'Mature', 'Memes', 'Comedy', 'Dating Sim', 'Competitive', 'Story Rich', 'Gore', 'Capitalism', 'Singleplayer', 'Online Co-Op']",17.0,['Action'],1.0,Valve
22,Valve Index® Headset,,,,,,[],0.0,
23,Risk of Rain 2,"148,259",Overwhelmingly Positive,11,"['Third-Person Shooter', 'Action Roguelike', 'Multiplayer', 'Action', 'Roguelite', 'Co-op', 'Looter Shooter', 'Roguelike', 'Loot', 'Shooter', 'Online Co-Op', 'Difficult', 'Survival', 'Third Person', 'Indie', 'Singleplayer', 'Soundtrack', 'Early Access', 'Great Soundtrack', 'Bullet Hell']",20.0,"['Action', 'Indie']",2.0,Gearbox Publishing
24,First Class Trouble,235,Very Positive,12,"['Early Access', 'Social Deduction', 'Survival', '3D', 'Party Game', 'Space', 'Multiplayer', 'Third Person', 'Funny', 'Casual', 'Action', 'PvP', 'Sci-fi', 'Assassin', 'Robots', 'Psychological', 'Futuristic', 'Retro', 'Online Co-Op', 'Minigames']",20.0,"['Indie', 'Early Access', 'Invisible Walls']",3.0,Versus Evil
25,Golf With Your Friends,"37,643",Very Positive,9,"['Multiplayer', 'Casual', 'Mini Golf', 'Sports', 'Golf', 'Indie', 'Funny', 'Family Friendly', 'Early Access', 'Co-op', 'Singleplayer', 'Simulation', 'Physics', 'Strategy', 'Great Soundtrack', 'Difficult', 'Massively Multiplayer', 'Memes', 'Local Multiplayer', 'Action']",20.0,"['Casual', 'Indie', 'Sports', 'Blacklight Interactive']",4.0,Team17
26,DARK SOULS™ II: Scholar of the First Sin,"60,517",Very Positive,10,"['Souls-like', 'Dark Fantasy', 'RPG', 'Difficult', 'Action', 'Third Person', 'Atmospheric', 'Action RPG', 'Character Customization', 'Co-op', 'Multiplayer', 'Adventure', 'Fantasy', 'Medieval', 'Dark', 'Singleplayer', 'Lore-Rich', 'Story Rich', 'PvP', 'Remake']",20.0,"['Action', 'RPG', 'FromSoftware, Inc', 'BANDAI NAMCO Entertainment']",4.0,"FromSoftware, Inc"
27,Stardew Valley,"346,111",Overwhelmingly Positive,12,"['Farming Sim', 'Life Sim', 'RPG', 'Pixel Graphics', 'Agriculture', 'Simulation', 'Relaxing', 'Multiplayer', 'Crafting', 'Sandbox', 'Indie', 'Building', 'Singleplayer', 'Casual', 'Open World', '2D', 'Great Soundtrack', 'Cute', 'Dating Sim', 'Fishing']",20.0,"['Indie', 'RPG', 'Simulation']",3.0,ConcernedApe
28,Squad,,Very Positive,,"['Military', 'FPS', 'Realistic', 'Multiplayer', 'Tactical', 'Shooter', 'War', 'Team-Based', 'Action', 'First-Person', 'Strategy', 'Simulation', 'Open World', 'Early Access', 'Co-op', 'Massively Multiplayer', 'Atmospheric', 'Walking Simulator', 'Indie', 'Singleplayer']",20.0,"['Action', 'Indie', 'Strategy', 'Offworld Industries']",4.0,Offworld Industries
29,We Happy Few,"7,953",Mostly Positive,9,"['Adventure', 'Action', 'Open World', 'Survival', 'Indie', 'Dystopian', 'Psychological Horror', 'First-Person', 'Horror', 'Singleplayer', 'Atmospheric', 'Stealth', 'Exploration', 'Dark', 'Crafting', 'Survival Horror', 'Procedural Generation', 'Early Access', 'Mature', 'Roguelike']",20.0,"['Action', 'Adventure', 'Indie']",3.0,Gearbox Publishing
30,The Elder Scrolls V: Skyrim Special Edition,,Very Positive,9,"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Dragons', 'Moddable', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']",20.0,"['RPG', 'Bethesda Game Studios', 'Bethesda Softworks']",3.0,Bethesda Softworks
31,Cyberpunk 2077,"407,256",Mostly Positive,18,"['Cyberpunk', 'Open World', 'RPG', 'Sci-fi', 'Futuristic', 'Singleplayer', 'FPS', 'First-Person', 'Atmospheric', 'Exploration', 'Nudity', 'Story Rich', 'Mature', 'Action', 'Violent', 'Great Soundtrack', 'Action RPG', 'Adventure', 'Immersive Sim', 'Character Customization']",20.0,['RPG'],1.0,CD PROJEKT RED
32,Red Dead Redemption 2,"174,885",Very Positive,13,"['Adventure', 'Open World', 'Story Rich', 'Western', 'Action', 'Multiplayer', 'Shooter', 'Realistic', 'Third-Person Shooter', 'Singleplayer', 'Atmospheric', 'Horses', 'Beautiful', 'Great Soundtrack', 'Sandbox', 'Third Person', 'Mature', 'First-Person', 'Gore', 'FPS']",20.0,"['Action', 'Adventure', 'Rockstar Games']",3.0,Rockstar Games
33,Wasteland 3,"9,324",Very Positive,8,"['RPG', 'Strategy', 'Turn-Based Combat', 'Post-apocalyptic', 'Co-op', 'CRPG', 'Isometric', 'Violent', 'Gore', 'Sexual Content', 'Turn-Based', 'Singleplayer', 'Character Customization', 'Turn-Based Tactics', 'Story Rich', 'Party-Based RPG', 'Choices Matter', 'Open World', 'Tactical', 'Great Soundtrack']",20.0,"['RPG', 'Strategy', 'inXile Entertainment']",3.0,inXile Entertainment
34,The Forest,"260,518",Very Positive,16,"['Open World Survival Craft', 'Survival', 'Open World', 'Horror', 'Crafting', 'Adventure', 'Building', 'Survival Horror', 'First-Person', 'Action', 'Exploration', 'Sandbox', 'Atmospheric', 'Simulation', 'Singleplayer', 'Indie', 'Realistic', 'Gore', 'Early Access', 'Zombies']",20.0,[],0.0,Endnight Games Ltd
35,Fall Guys: Ultimate Knockout,"356,033",Very Positive,11,"['Multiplayer', 'Funny', 'Battle Royale', 'Online Co-Op', 'Family Friendly', 'Comedy', 'Party Game', 'Cute', 'Casual', 'Physics', 'Massively Multiplayer', 'Colorful', '3D Platformer', 'Indie', 'Co-op', 'Action', 'Controller', 'Great Soundtrack', 'Difficult', 'Local Co-Op']",20.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Sports']",5.0,Devolver Digital
36,,,,,,,"['Strategy', 'Forgotten Empires', 'Tantalus Media', 'Wicked Witch', 'Tantalus']",5.0,
37,Raft,"111,244",Very Positive,12,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base Building', 'Adventure', 'Online Co-Op', 'Sandbox', 'Early Access', 'First-Person', 'Singleplayer', 'Underwater', 'Simulation', 'Indie', 'Action', 'Strategy', 'Massively Multiplayer']",20.0,"['Adventure', 'Indie', 'Simulation', 'Early Access']",4.0,Axolot Games
38,Wallpaper Engine,,Overwhelmingly Positive,19,"['Utilities', 'Mature', 'Software', 'Anime', 'Design & Illustration', 'Animation & Modeling', 'Casual', 'Memes', 'Indie', 'Early Access', 'Cute', 'Funny', 'Action', 'Singleplayer', 'Music', 'Sandbox', 'NSFW', 'Photo Editing', 'Game Development', 'Horror']",20.0,"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",6.0,Wallpaper Engine Team
39,Age of Empires III: Definitive Edition,,Mostly Positive,13,"['Strategy', 'RTS', 'Base Building', 'Military', 'Multiplayer', 'Historical', 'War', 'Resource Management', '3D', 'Singleplayer', 'City Builder', 'Combat', 'PvP', 'Story Rich', 'Moddable', 'Level Editor', 'Co-op', 'Classic', 'Online Co-Op']",19.0,"['Strategy', 'Tantalus Media', 'Forgotten Empires']",3.0,Xbox Game Studios
40,Monster Hunter: World,"302,018",Very Positive,13,"['Co-op', 'Multiplayer', 'Action', 'Open World', 'RPG', 'Third Person', 'Character Customization', 'Adventure', 'Fantasy', 'Difficult', 'Singleplayer', 'Action RPG', 'Exploration', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Hack and Slash', 'JRPG', 'Souls-like', 'MMORPG']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
41,DARK SOULS™ III,,Very Positive,12,"['Souls-like', 'Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Co-op', 'Action RPG', 'Great Soundtrack', 'Action', 'Adventure', 'PvP', 'Multiplayer', 'Open World', 'Singleplayer', 'Replay Value', 'Character Customization']",20.0,"['Action', 'FromSoftware, Inc.', 'FromSoftware, Inc.']",3.0,BANDAI NAMCO Entertainment
42,Among Us,"534,568",Very Positive,6,"['Multiplayer', 'Online Co-Op', 'Space', 'Social Deduction', 'Survival', '2D', 'Funny', 'Co-op', 'Psychological', 'Local Multiplayer', 'Cartoony', 'Action', 'Casual', 'Sci-fi', 'Colorful', 'Party Game', 'Top-Down', 'Aliens', 'Minigames', 'PvP']",20.0,['Casual'],1.0,Innersloth
43,Mass Effect™ Legendary Edition,,,8,"['RPG', 'Action', 'Action RPG', 'Story Rich', 'Third-Person Shooter', 'Sci-fi', 'Choices Matter', 'Shooter', 'Singleplayer', 'Space', 'Tactical RPG', 'Military', 'Combat', 'Great Soundtrack', 'Character Customization', 'Sexual Content', 'First-Person', 'Atmospheric', 'Classic', 'Nudity']",20.0,"['Action', 'RPG', 'BioWare']",3.0,Electronic Arts
44,State of Decay 2: Juggernaut Edition,"21,377",Mostly Positive,8,"['Survival', 'Open World', 'Zombies', 'Base Building', 'Co-op', 'Multiplayer', 'Simulation', 'Action', 'RPG', 'Online Co-Op', 'Post-apocalyptic', 'Sandbox', 'Third Person', 'Violent', 'Gore', 'Horror', 'Perma Death', 'Atmospheric', 'Replay Value', 'Great Soundtrack']",20.0,"['Action', 'RPG', 'Simulation']",3.0,Xbox Game Studios
45,Tabletop Simulator,,Overwhelmingly Positive,,"['Tabletop', 'Board Game', 'Simulation', 'Multiplayer', 'Sandbox', 'Card Game', 'Trading Card Game', 'Physics', 'Casual', 'Wargame', 'VR', 'Strategy', '3D', 'Moddable', 'Online Co-Op', 'Co-op', 'Funny', 'RPG', 'First-Person', 'Indie']",20.0,[],0.0,Berserk Games
46,Totally Accurate Battle Simulator,,Overwhelmingly Positive,9,"['Funny', 'Indie', 'Singleplayer', 'Sandbox', 'Adventure', 'Physics', 'Simulation', 'Realistic', 'War', 'Strategy', 'Colorful', 'Fantasy', '3D', 'Comedy', 'Casual', 'Memes', 'Action', 'Historical', 'Medieval', 'Cute']",20.0,"['Indie', 'Simulation', 'Strategy', 'Landfall']",4.0,Landfall
47,Pummel Party,,Very Positive,10,"['Multiplayer', 'Funny', 'Online Co-Op', '4 Player Local', 'Board Game', 'Casual', 'Co-op', 'Local Multiplayer', 'Action', 'Indie', 'Minigames', 'Local Co-Op', 'Comedy', 'Party', 'Party Game', 'Tabletop', 'Colorful', 'Gore', 'Singleplayer', 'Controller']",20.0,"['Action', 'Casual', 'Indie']",3.0,Rebuilt Games
48,The Binding of Isaac: Rebirth,"138,362",Overwhelmingly Positive,,"['Action Roguelike', 'Roguelike', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', 'Remake', '2D', 'Local Co-Op', 'Gore', 'Procedural Generation', 'Roguelite', 'Atmospheric', 'Action', 'Horror', 'Co-op']",20.0,"['Action', 'Nicalis, Inc.', 'Edmund McMillen']",3.0,"Nicalis, Inc."
49,DayZ,"263,559",Mixed,12,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Action', 'PvP', 'Shooter', 'Massively Multiplayer', 'Horror', 'Simulation', 'Early Access', 'Post-apocalyptic', 'FPS', 'First-Person', 'Survival Horror', 'Sandbox', 'Adventure', 'Co-op', 'Indie', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Massively Multiplayer']",3.0,Bohemia Interactive
50,Trials of Fire,,Very Positive,,"['Card Battler', 'Turn-Based Tactics', 'Tactical RPG', 'Dungeon Crawler', 'Roguelite', 'Perma Death', 'Turn-Based', 'Roguelike Deckbuilder', 'Turn-Based Strategy', 'Card Game', 'Board Game', 'Roguelike', 'RPG', 'Strategy', '2D', '3D', 'Story Rich', 'Deckbuilding', 'Procedural Generation', 'Turn-Based Combat']",20.0,"['Indie', 'RPG', 'Strategy']",3.0,Whatboy Games
51,Monster Hunter World: Iceborne,,Mixed,13,"['Action', 'Multiplayer', 'Open World', 'Co-op', 'Hunting', 'Difficult', 'Third Person', 'Adventure', 'Online Co-Op', 'Singleplayer', 'Character Customization', 'RPG', 'Hack and Slash', 'Exploration', 'Dragons', 'JRPG', 'Story Rich', 'Souls-like', 'PvE', 'MMORPG']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
52,The Jackbox Party Pack 7,,Overwhelmingly Positive,,"['Party Game', 'Party', 'Word Game', 'Board Game', 'Funny', '2D', 'Team-Based', 'Colorful', 'Family Friendly', 'Comedy', 'Trivia', 'Cartoon', 'Co-op', 'Casual', 'Local Multiplayer', 'Local Co-Op', 'Indie', 'Multiplayer', 'Controller', 'Singleplayer']",20.0,"['Casual', 'Indie', 'Jackbox Games, Inc.', 'Jackbox Games, Inc.']",4.0,"Jackbox Games, Inc."
53,Last Epoch,"5,372",Very Positive,,"['RPG', 'Action RPG', 'Hack and Slash', 'Action', 'Adventure', 'Indie', 'Early Access', 'Loot', 'Gore', 'Violent', 'Isometric', 'Multiplayer', 'Singleplayer', 'Fantasy', 'Top-Down', 'Time Travel']",16.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",5.0,Eleventh Hour Games
54,Beat Saber,,Overwhelmingly Positive,,"['VR', 'Rhythm', 'Music', 'Great Soundtrack', 'Indie', 'Fast-Paced', 'Singleplayer', 'Moddable', 'First-Person', 'Difficult', 'Swordplay', 'Multiplayer', 'Action', 'Sports', 'Memes', 'Futuristic', 'Early Access', 'Music-Based Procedural Generation', 'Casual', 'Anime']",20.0,[],0.0,Beat Games
55,Terraria,"721,278",Overwhelmingly Positive,9,"['Open World Survival Craft', 'Sandbox', 'Survival', '2D', 'Multiplayer', 'Adventure', 'Crafting', 'Building', 'Pixel Graphics', 'Exploration', 'Co-op', 'Open World', 'Indie', 'Online Co-Op', 'Action', 'RPG', 'Singleplayer', 'Platformer', 'Replay Value', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.0,Re-Logic
56,Satisfactory,,Overwhelmingly Positive,21,"['Base Building', 'Automation', 'Open World', 'Crafting', 'Multiplayer', 'Co-op', 'Resource Management', 'Building', 'Sandbox', 'Exploration', 'Adventure', 'Simulation', 'Strategy', 'Early Access', 'Indie', 'Open World Survival Craft', 'Survival', 'First-Person', 'Sci-fi', 'Singleplayer']",20.0,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Coffee Stain Studios']",6.0,Coffee Stain Publishing
57,Ori and the Will of the Wisps,"66,011",Overwhelmingly Positive,21,"['Beautiful', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Action', 'Singleplayer', 'Atmospheric', 'Adventure', 'Story Rich', 'Cute', 'Exploration', 'Action-Adventure', 'Puzzle', 'Emotional', 'Difficult', 'Indie', 'Fantasy', 'Open World', '2D', 'Souls-like']",20.0,"['Action', 'Moon Studios GmbH']",2.0,Xbox Game Studios
58,STAR WARS™: The Old Republic™ - Cartel Coins,,,,"['Massively Multiplayer', 'MMORPG']",2.0,"['Massively Multiplayer', 'BioWare']",2.0,Electronic Arts
59,Hellblade: Senua's Sacrifice,"43,581",Very Positive,20,"['Atmospheric', 'Psychological', 'Female Protagonist', 'Story Rich', 'Mythology', 'Singleplayer', 'Dark', 'Adventure', 'Third Person', 'Horror', 'Dark Fantasy', 'Action', 'Violent', 'Indie', 'Hack and Slash', 'Action-Adventure', 'Walking Simulator', 'Fantasy', 'Realistic', 'Blood']",20.0,"['Action', 'Adventure', 'Indie', 'Ninja Theory']",4.0,Ninja Theory
60,PGA TOUR 2K21,"3,203",Very Positive,9,"['Sports', 'Simulation', 'Golf', 'Local Multiplayer', 'Turn-Based']",5.0,"['Simulation', 'Sports', 'HB Studios Multimedia Ltd.']",3.0,2K
61,Half-Life: Alyx,"55,841",Overwhelmingly Positive,28,"['VR', 'FPS', 'Story Rich', 'Horror', 'Shooter', 'Female Protagonist', 'First-Person', 'Action', 'Zombies', 'Singleplayer', 'Atmospheric', 'Sci-fi', 'Beautiful', 'Adventure', 'Aliens', 'Psychological Horror', 'Futuristic', 'Memes', 'Great Soundtrack', 'Gore']",20.0,[],0.0,Valve
62,Grand Theft Auto V - Criminal Enterprise Starter Pack,,Mostly Positive,12,"['Action', 'Adventure', 'Open World', 'Multiplayer', 'Third Person', 'Sexual Content', 'First-Person', 'Crime', 'Online Co-Op', 'Free to Play', 'FPS', 'Shooter', 'Mature', 'Co-op', 'Moddable', 'Singleplayer']",16.0,"['Action', 'Adventure', 'Rockstar North']",3.0,Rockstar Games
63,BeamNG.drive,"69,968",Overwhelmingly Positive,11,"['Simulation', 'Driving', 'Destruction', 'Physics', 'Automobile Sim', 'Realistic', 'Racing', 'Open World', 'Sandbox', 'Moddable', 'Singleplayer', 'Early Access', 'Exploration', 'Funny', 'First-Person', 'Third Person', 'Action', 'Adventure', 'Arcade', 'Flight']",20.0,"['Racing', 'Simulation', 'Early Access']",3.0,BeamNG
64,7 Days to Die,"163,092",Very Positive,14,"['Survival', 'Zombies', 'Voxel', 'Open World', 'Open World Survival Craft', 'Post-apocalyptic', 'Multiplayer', 'Building', 'Sandbox', 'FPS', 'Action', 'Simulation', 'Online Co-Op', 'Exploration', 'Singleplayer', 'Survival Horror', 'RPG', 'Procedural Generation', 'Character Customization', 'Early Access']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",7.0,The Fun Pimps Entertainment LLC
65,Apex Legends™ - Champion Edition,,Very Positive,12,"['Adventure', 'Action', 'Battle Royale', 'FPS', 'Shooter', 'First-Person', 'Multiplayer']",7.0,"['Action', 'Adventure', 'Respawn Entertainment']",3.0,Electronic Arts
66,,,,,,,['Action'],1.0,
67,Deep Rock Galactic,"84,207",Overwhelmingly Positive,15,"['Co-op', 'Multiplayer', 'Class-Based', 'FPS', 'Action', 'PvE', 'Loot', 'Online Co-Op', 'First-Person', 'Procedural Generation', 'Looter Shooter', 'Shooter', 'Combat', 'Atmospheric', 'Sci-fi', 'Dark', 'Exploration', 'Singleplayer', 'Action Roguelike', 'Survival']",20.0,"['Action', 'Ghost Ship Games']",2.0,Coffee Stain Publishing
68,ARK: Survival Evolved,"418,832",Very Positive,21,"['Open World Survival Craft', 'Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Crafting', 'Building', 'Adventure', 'Base Building', 'Co-op', 'Action', 'First-Person', 'Sandbox', 'Massively Multiplayer', 'Singleplayer', 'Early Access', 'RPG', 'Dragons', 'Sci-fi', 'Indie']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Studio Wildcard', 'Instinct Games', 'Efecto Studios']",8.0,Studio Wildcard
69,Disco Elysium - The Final Cut,"32,968",Very Positive,9,"['RPG', 'Choices Matter', 'Story Rich', 'Detective', 'Isometric', 'Atmospheric', 'CRPG', 'Singleplayer', 'Great Soundtrack', 'Noir', 'Character Customization', 'Open World', 'Surreal', 'Adventure', 'Indie', 'Exploration', 'Funny', 'Point & Click', 'Sexual Content', 'Fantasy']",20.0,['RPG'],1.0,ZA/UM
70,,,,,,,,,
71,Stellaris: Nemesis,,,8,"['Strategy', 'Simulation']",2.0,"['Simulation', 'Strategy', 'Paradox Development Studio']",3.0,Paradox Interactive
72,Spyro™ Reignited Trilogy,"12,411",Overwhelmingly Positive,14,"['Adventure', '3D Platformer', 'Action', 'Remake', 'Dragons', 'Classic', 'Family Friendly', 'Singleplayer', 'Cute', 'Colorful', 'Platformer', 'Fantasy', 'Cult Classic', 'Casual', 'Great Soundtrack', 'Cartoony', 'Atmospheric', 'Third Person', 'Collectathon', 'Funny']",20.0,"['Action', 'Adventure', 'Toys for Bob']",3.0,Activision
73,Wobbly Life,"1,469",Overwhelmingly Positive,,"['Action', 'Adventure', 'Casual', 'Simulation', 'Indie', 'Early Access', 'Sandbox', 'Multiplayer', 'Funny', 'Co-op', 'Open World', 'Physics', 'Split Screen', 'Family Friendly', 'Party']",15.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",6.0,RubberBandGames
74,Evil Genius 2: World Domination,"5,348",Mixed,9,"['Strategy', 'Simulation', 'Base Building', 'Villain Protagonist', 'Building', 'Management', 'Violent', 'Memes', 'Singleplayer', 'Funny', 'Sandbox', 'Sequel', 'RTS', 'Resource Management', 'Great Soundtrack']",15.0,"['Simulation', 'Strategy', 'Rebellion']",3.0,Rebellion
75,Hell Let Loose,"40,998",Very Positive,11,"['Action', 'Shooter', 'World War II', 'Multiplayer', 'War', 'FPS', 'Simulation', 'Realistic', 'Strategy', 'Singleplayer', 'First-Person', 'Military', 'Indie', 'Violent', 'Massively Multiplayer', 'Gore', 'Tanks', 'Historical', 'Mature', 'Early Access']",20.0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Black Matter Pty Ltd']",6.0,Team17
76,Tom Clancy's Rainbow Six® Siege,"897,872",Very Positive,16,"['FPS', 'Hero Shooter', 'Multiplayer', 'Tactical', 'Shooter', 'Team-Based', 'Action', 'First-Person', 'Competitive', 'Co-op', 'Strategy', 'Realistic', 'Online Co-Op', 'Destruction', 'Psychological Horror', 'Physics', 'Atmospheric', 'Singleplayer', 'Massively Multiplayer', 'Casual']",20.0,['Action'],1.0,Ubisoft
77,DARK SOULS™: REMASTERED,"40,082",Very Positive,12,"['Souls-like', 'Dark Fantasy', 'Action', 'Dark', 'RPG', 'Education', 'Difficult', 'Fantasy', 'Action RPG', 'Atmospheric', 'Great Soundtrack', 'Multiplayer', 'Lore-Rich', 'Adventure', 'Third Person', 'Story Rich', 'Replay Value', 'Exploration', 'Soundtrack', 'Character Customization']",20.0,"['Action', 'QLOC', 'FromSoftware, Inc']",3.0,BANDAI NAMCO Entertainment
78,Scars of Summer,154,Mostly Positive,,"['RPG', 'Adventure', 'JRPG', 'Anime', 'Sexual Content', 'Indie', 'Singleplayer', 'Nudity', 'Female Protagonist', 'Mature', 'Hentai', 'Memes', 'NSFW', 'RPGMaker']",14.0,"['Adventure', 'Indie', 'RPG', 'Shinachiku-castella']",4.0,Kagura Games
79,Call of Duty®: Black Ops III,"98,920",Mostly Positive,11,"['Multiplayer', 'FPS', 'Zombies', 'Shooter', 'Action', 'First-Person', 'Co-op', 'Singleplayer', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation']",20.0,"['Action', 'Adventure', 'Treyarch', 'Aspyr (Mac)']",4.0,Aspyr (Mac)
80,No Man's Sky,"189,749",Mixed,14,"['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'First-Person', 'Adventure', 'Singleplayer', 'Sandbox', 'Atmospheric', 'Crafting', 'Multiplayer', 'Space Sim', 'Indie', 'Action', 'Simulation', 'FPS', 'Great Soundtrack']",20.0,[],0.0,Hello Games
81,The Legend of Heroes: Trails of Cold Steel IV - Magical Girl Bundle,,3 user reviews,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
82,The Legend of Heroes: Trails of Cold Steel IV - Swimsuit Bundle,,4 user reviews,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
83,Hades,"137,725",Overwhelmingly Positive,10,"['Action Roguelike', 'Indie', 'Action', 'RPG', 'Roguelite', 'Hack and Slash', 'Roguelike', 'Mythology', 'Great Soundtrack', 'Singleplayer', 'Dungeon Crawler', 'Story Rich', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Dating Sim', 'Anime']",20.0,"['Action', 'Indie', 'RPG', 'Supergiant Games']",4.0,Supergiant Games
